SWIS Number ,Activity,OperationalStatus,Category,Activity Classification,County
01-AA-0010,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Alameda
02-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alpine
03-AA-0001,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Amador
03-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
03-CR-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
04-AA-0002,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Butte
04-AA-0002,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Butte
04-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
04-CR-0016,Solid Waste Disposal Site,Abandoned,Disposal,Solid Waste Disposal Site,Butte
05-AA-0023,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Calaveras
05-AA-0023,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Calaveras
05-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Calaveras
05-CR-0030,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Calaveras
06-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Colusa
06-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Colusa
07-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Contra Costa
08-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Del Norte
08-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Del Norte
09-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
09-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,El Dorado
10-AA-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
10-AA-0174,Land Application,Active,Disposal,Solid Waste Facility,Fresno
10-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
10-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
10-CR-0040,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
10-CR-0053,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
11-AA-0001,Solid Waste Landfill,Closing,Disposal,Solid Waste Facility,Glenn
12-AA-0001,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Humboldt
12-AA-0021,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Humboldt
12-AA-0091,Nonhazardous Ash Transfer/Processing Operation,Inactive,Transfer/Processing,Solid Waste Operation,Humboldt
12-CR-0018,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Humboldt
13-AA-0001,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Imperial
13-AA-0006,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Imperial
13-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Imperial
13-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Imperial
13-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Imperial
14-AA-0016,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Inyo
14-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Inyo
15-AA-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-AA-0044,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-AA-0059,Green Material Composting Facility,Absorbed,Composting,Solid Waste Facility,Kern
15-AA-0059,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0153,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Kern
15-AA-0153,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-AA-0271,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Kern
15-AA-0277,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-AA-0307,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,Kern
15-AA-0308,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0025,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0026,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0040,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0043,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0078,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0079,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0098,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0099,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
16-AA-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kings
16-AA-0015,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kings
16-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kings
17-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lake
18-AA-0004,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Lassen
18-AA-0005,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Lassen
18-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
18-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
19-AA-0005,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0006,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-0019,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,Los Angeles
19-AA-0020,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0040,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Los Angeles
19-AA-0041,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0299,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0302,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0390,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0391,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0769,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0801,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0815,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0816,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0839,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0840,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0855,Composting Facility (Other),Active,Composting,Solid Waste Facility,Los Angeles
19-AA-5100,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5101,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5190,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5226,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5229,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5265,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5345,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5371,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5376,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5547,Inert Waste Disposal Site,Clean Closed,Disposal,Solid Waste Facility,Los Angeles
19-AI-5019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AK-5001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AK-5022,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AK-5023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-5029,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-5037,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-1016,Inert Debris Engineered Fill Operation,Inactive,Disposal,Solid Waste Operation,Los Angeles
